ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,14
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,15
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,16
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,17
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,18
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,19
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,20
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,21
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,耐荷重（各部位）,商品ページ用任意,記述式,なし,STRING,250,-,-,-,-,不可,-,-,-,-,22
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,23
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,24
406689,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> サイドワゴン・ファイルワゴン,収納,サイドワゴン・ファイルワゴン,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,25
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,アイテム数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,5
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,6
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,8
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,9
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,10
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,個数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,11
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,16
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,18
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,19
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,インテリアのテイスト,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,オーガニック認証機関・基準,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,21
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,22
205731,インテリア・寝具・収納 >> オフィス家具 >> オフィス収納 >> ショーケース,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,キャラクター,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,23
